Timestamp,Merchant,Amount,Description,Location,Category,Account
2025-04-15 12:00:00,H&M,-65.5,Clothing,Amsterdam,others,Main Account
2025-04-20 19:00:00,Restaurant De Kas,-80.0,Dinner,Amsterdam,food,Main Account
2025-05-01 09:00:00,Salary Deposit,3500.0,Monthly salary,Amsterdam,salary,Main Account
2025-05-10 15:30:00,Zalando,-30.0,Shoes,Amsterdam,others,Main Account
2025-05-15 18:00:00,Vondelpark,-10.0,Park Entry,Amsterdam,entertainment,Main Account
2025-06-01 14:15:00,Salary Deposit,3500.0,Monthly salary,Amsterdam,salary,Main Account
2025-06-10 11:00:00,Rituals,-25.0,Personal Care,Amsterdam,personal,Main Account
2025-06-20 20:00:00,Cinema Pathé,-15.0,Movie Ticket,Amsterdam,entertainment,Main Account
2025-04-02 14:30:00,Salary,2500.0,Monthly income,Amsterdam,salary,Main Account
2025-04-10 12:15:00,Albert Heijn,-45.75,Groceries,Amsterdam,groceries,Main Account
2025-04-15 18:00:00,Park Visit,-10.0,Nature trip,Amsterdam,entertainment,Main Account
2025-04-20 09:00:00,Health Clinic,-60.0,Check-up,Amsterdam,health,Main Account
2025-05-01 14:30:00,Salary,2500.0,Monthly income,Amsterdam,salary,Main Account
2025-05-05 17:45:00,Cinema,-15.0,Movie night,Amsterdam,entertainment,Main Account
2025-05-12 13:30:00,Lidl,-35.2,Groceries,Amsterdam,groceries,Main Account
2025-05-20 10:00:00,Yoga Class,-25.0,Wellness,Amsterdam,health,Main Account
2025-06-01 14:30:00,Salary,2500.0,Monthly income,Amsterdam,salary,Main Account
2025-06-15 11:00:00,Concert,-50.0,Live music,Amsterdam,entertainment,Main Account
2025-04-05 09:30:00,Freelance Project,1500.0,Design Work,Amsterdam,salary,Main Account
2025-04-12 18:15:00,Albert Heijn,-35.5,Groceries,Amsterdam,groceries,Main Account
2025-04-20 20:00:00,Filmhuis,-12.5,Movie Night,Amsterdam,entertainment,Main Account
2025-05-01 09:00:00,Monthly Rent,-1200.0,Apartment,Amsterdam,rent,Main Account
2025-05-10 14:30:00,Health Insurance,-75.0,Premium,Amsterdam,health,Main Account
2025-05-15 11:00:00,Public Transport,-25.0,Monthly Pass,Amsterdam,personal,Main Account
2025-05-20 16:45:00,Spotify,-9.99,Subscription,Amsterdam,subscriptions,Main Account
2025-06-01 10:30:00,Freelance Project,1800.0,Design Work,Amsterdam,salary,Main Account
2025-06-10 19:30:00,Vondelpark,-5.0,Park Entry,Amsterdam,entertainment,Main Account
2025-06-25 12:00:00,Local Market,-40.0,Fresh Produce,Amsterdam,groceries,Main Account
2025-04-05 14:30:00,Salary,3500.0,Monthly income,Amsterdam,salary,Main Account
2025-04-10 18:15:00,Albert Heijn,-45.25,Groceries,Amsterdam,groceries,Main Account
2025-04-15 20:00:00,Café de Jaren,-12.5,Evening coffee,Amsterdam,food,Main Account
2025-04-20 09:00:00,Health Insurance,-120.0,Monthly premium,Amsterdam,health,Main Account
2025-05-01 15:00:00,Rent,-1500.0,Monthly rent,Amsterdam,rent,Main Account
2025-05-10 11:00:00,Netflix,-12.99,Monthly subscription,Amsterdam,subscriptions,Main Account
2025-05-15 19:45:00,Cinema,-15.0,Movie night,Amsterdam,entertainment,Main Account
2025-05-20 13:30:00,Salary,3500.0,Monthly income,Amsterdam,salary,Main Account
2025-06-01 17:00:00,Hema,-27.5,Home essentials,Amsterdam,others,Main Account
2025-06-15 10:00:00,Local Market,-30.0,Fresh produce,Amsterdam,groceries,Main Account
2025-04-02 14:15:00,Salary,3500.0,Monthly salary,Amsterdam,salary,Main Account
2025-04-05 12:30:00,Albert Heijn,-45.75,Groceries,Amsterdam,groceries,Main Account
2025-04-12 18:00:00,Cinema,-12.5,Movie night,Amsterdam,entertainment,Main Account
2025-04-15 09:00:00,Health Insurance,-120.0,Monthly premium,Amsterdam,health,Main Account
2025-05-01 14:15:00,Salary,3500.0,Monthly salary,Amsterdam,salary,Main Account
2025-05-10 17:30:00,Park Visit,-5.0,Entry fee,Amsterdam,entertainment,Main Account
2025-05-20 11:00:00,Local Market,-30.0,Fresh produce,Amsterdam,groceries,Main Account
2025-06-01 14:15:00,Salary,3500.0,Monthly salary,Amsterdam,salary,Main Account
2025-06-10 19:00:00,Restaurant,-25.0,Dinner out,Amsterdam,food,Main Account
2025-06-28 13:00:00,Yoga Class,-20.0,Wellness,Amsterdam,personal,Main Account
2025-04-02 14:30:00,Salary,3000.0,Monthly income,Amsterdam,salary,main_account
2025-04-10 12:15:00,Albert Heijn,-45.75,Groceries,Amsterdam,groceries,main_account
2025-04-15 19:45:00,Cinema,-12.5,Movie night,Amsterdam,entertainment,main_account
2025-04-20 11:00:00,H&M,-30.0,Clothing,Amsterdam,personal,main_account
2025-05-01 09:00:00,Rent,-1200.0,Monthly rent,Amsterdam,rent,main_account
2025-05-10 17:30:00,Health Insurance,-150.0,Monthly premium,Amsterdam,health,main_account
2025-05-15 14:00:00,Dinner,-35.0,Dining out,Amsterdam,food,main_account
2025-05-25 10:00:00,Spotify,-9.99,Subscription,Amsterdam,subscriptions,main_account
2025-06-05 16:00:00,Bookstore,-25.0,New book,Amsterdam,others,main_account
2025-06-15 11:30:00,Local Market,-20.5,Fresh produce,Amsterdam,groceries,main_account
2025-04-02 14:30:00,Salary,2500.0,Monthly salary,Amsterdam,salary,Main Savings
2025-04-10 18:15:00,Albert Heijn,-47.89,Groceries,Amsterdam,groceries,Main Savings
2025-04-15 20:00:00,Cinema,-15.5,Movie night,Amsterdam,entertainment,Main Savings
2025-04-20 12:00:00,Health Insurance,-120.0,Monthly premium,Amsterdam,health,Main Savings
2025-04-25 09:00:00,Rent,-1200.0,Monthly rent,Amsterdam,rent,Main Savings
2025-05-05 17:45:00,Bookstore,-25.0,New book,Amsterdam,others,Main Savings
2025-05-12 14:00:00,Bike Shop,-80.0,Bike repair,Amsterdam,personal,Main Savings
2025-05-20 16:30:00,Restaurant,-60.0,Dinner out,Amsterdam,food,Main Savings
2025-06-01 11:00:00,Salary,2500.0,Monthly salary,Amsterdam,salary,Main Savings
2025-06-15 09:30:00,Streaming Service,-12.99,Monthly subscription,Amsterdam,subscriptions,Main Savings
